date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
06-06-2017 3,5,1003,1002.8529411765,1002,5,3,55,77,51.1176470588,34,17,126,40.7352941176,0,0,0,0,5,26,23.5588235294,20,20
06-08-2017 0,11,1006,1003.8529411765,1002,8,0,50,95,82.3529411765,66,23,12,0.4411764706,0,12,2.7058823529,0,0,23,18.8823529412,16,14
06-08-2017 1,5,1004,1003.7647058824,1003,2,1,35,97,84.2941176471,79,20,564,219.7058823529,25,24,4.1764705882,0,20,23,20.4411764706,20,11
06-08-2017 2,2,1004,1003.5142857143,1003,2,2,31,94,79.3714285714,71,51,942,441.0857142857,135,24,4.3428571429,0,25,24,22.6857142857,21,20
06-08-2017 3,8,1006,1004.6764705882,1003,0,3,50,94,81.1176470588,74,11,174,16.3529411765,0,13,1.7941176471,0,0,22,18.7352941176,17,14
06-09-2017 0,11,1008,1006.205882353,1005,8,0,23,94,85.3823529412,73,32,0,0,0,3,1.4411764706,0,5,20,16.6176470588,16,2
06-09-2017 1,8,1007,1006.0571428572,1005,2,1,25,93,84.6571428571,71,51,175,87,3,23,4.4857142857,0,14,18,16.9142857143,16,14
06-09-2017 2,0,1007,1007,1007,0,2,44,92,85.7647058824,74,38,506,226.0588235294,109,24,8.4705882353,1,5,17,16.7647058824,16,5
06-09-2017 3,0,1007,1007,1007,0,3,38,91,78.2352941176,60,38,160,30.2058823529,0,16,3.8529411765,0,20,21,18.2647058824,17,14
06-10-2017 0,0,1007,1006.5,1006,2,0,44,81,74.6764705882,64,26,15,0.7058823529,0,0,0,0,11,23,18.8235294118,17,5
06-10-2017 1,2,1008,1007.0285714286,1007,2,1,22,81,58.9714285714,33,54,3318,1471.6571428572,25,0,0,0,28,27,22.1142857143,17,2
06-10-2017 2,0,1007,1006.705882353,1006,2,2,44,50,41.6764705882,34,38,2428,390.8235294118,170,0,0,0,11,26,25.1470588235,24,14
06-10-2017 3,2,1006,1005.8529411765,1005,2,3,52,72,59.9411764706,45,23,123,33.0294117647,0,0,0,0,5,25,22.7941176471,20,17
06-11-2017 0,2,1008,1007,1006,0,0,58,91,81.9705882353,73,17,44,2.3529411765,0,0,0,0,2,20,19.0588235294,18,8
06-11-2017 1,8,1008,1007.0588235294,1006,2,1,17,90,66.2058823529,42,70,3385,1119.1176470588,70,0,0,0,26,28,22.2352941176,18,11
06-11-2017 2,0,1008,1007.1714285714,1007,2,2,31,47,41.1714285714,38,34,1969,362.6571428571,157,0,0,0,14,26,25.4,25,17
06-11-2017 3,2,1008,1007.4411764706,1007,0,3,64,78,57.2058823529,41,20,125,35.6764705882,0,0,0,0,8,25,22.5294117647,20,23
06-12-2017 0,0,1008,1005.6470588235,1003,5,0,35,93,79.2941176471,66,23,46,2.4705882353,0,0,0,0,2,23,20.2352941176,18,8
06-12-2017 1,0,1008,1007.9411764706,1007,2,1,23,91,59.2058823529,34,64,3161,1392.1764705882,71,0,0,0,38,32,25,18,5
06-12-2017 2,0,1007,1005.9411764706,1004,8,2,50,51,45.5882352941,36,32,3171,480.7352941176,160,0,0,0,11,30,27.4117647059,26,20
06-12-2017 3,0,1004,1004,1004,0,3,57,66,57.8857142857,48,17,301,68.1428571429,0,0,0,0,0,27,24.9714285714,23,11
06-13-2017 0,11,1003,1001.4411764706,999,11,0,32,74,67.9705882353,56,38,45,2.4117647059,0,0,0,0,11,25,22.2058823529,20,14
06-13-2017 1,5,1003,1002.3823529412,1002,8,1,29,75,56.7941176471,41,50,3317,1421.6176470588,84,0,0,0,35,33,26.2647058824,20,8
06-13-2017 2,0,1002,1000.7419354839,1000,6,2,41,51,46.8709677419,42,29,2980,510.5806451613,135,0,0,0,9,32,29.40625,29,18
06-13-2017 3,0,999,999,999,0,3,50,69,59.1764705882,50,14,134,41.5,0,0,0,0,5,29,26.7941176471,24,20
06-14-2017 0,8,1005,1003.0294117647,1001,0,0,26,68,61.5,54,29,28,1.3235294118,0,0,0,0,0,23,20.7941176471,19,11
06-14-2017 1,2,1003,1002.7428571429,1002,0,1,17,56,43.7142857143,31,45,3369,1402.2285714286,67,0,0,0,25,30,24.6285714286,20,8
06-14-2017 2,0,1002,1001,1000,5,2,52,51,43.2647058824,36,29,2789,406.4411764706,136,0,0,0,11,29,27.2058823529,25,8
06-14-2017 3,11,1004,1001.705882353,1000,0,3,38,66,59.7647058824,51,32,151,39.2058823529,0,0,0,0,0,26,23.2352941176,21,14
06-15-2017 0,5,1008,1006.6470588235,1005,2,0,35,82,70.9411764706,61,23,29,1.3235294118,0,0,0,0,2,20,18.7647058824,18,5
06-15-2017 1,5,1008,1007.5142857143,1006,0,1,20,62,50,37,54,3214,1230.8571428572,65,0,0,0,25,27,21.8,19,11
06-15-2017 2,0,1008,1007.3823529412,1006,5,2,44,46,42.2352941176,39,32,2628,447.2352941176,193,0,0,0,5,26,24.5294117647,23,8
06-15-2017 3,2,1007,1006.4705882353,1006,0,3,55,65,55.1470588235,42,17,246,51.0882352941,0,0,0,0,2,25,22.4411764706,20,14
06-16-2017 0,5,1008,1004.6470588235,1001,11,0,32,83,74.7941176471,61,20,48,2.4411764706,0,0,0,0,5,23,19.0294117647,17,11
06-16-2017 1,2,1008,1007.8823529412,1007,5,1,11,76,60.1470588235,42,55,2810,1188.4411764706,90,0,0,0,38,28,21.8823529412,17,14
06-16-2017 2,0,1007,1005.6857142857,1004,8,2,40,47,42.8,39,40,2557,460.3714285714,185,0,0,0,20,28,26.5142857143,25,22
06-16-2017 3,0,1004,1003.0588235294,1003,2,3,50,61,52.2352941176,41,8,185,44.3235294118,0,0,0,0,2,27,24.7058823529,23,14
06-17-2017 0,2,1001,1000.8235294118,1000,2,0,32,88,79.5882352941,67,23,4,0.1176470588,0,7,0.2647058824,0,14,22,18.5882352941,16,14
06-17-2017 1,8,1001,1000.5882352941,1000,11,1,29,91,78.2352941176,66,52,1245,249.6470588235,4,24,2.4705882353,0,14,23,20.4411764706,19,5
06-17-2017 2,5,1000,998.7714285714,998,11,2,42,91,67.0285714286,52,45,859,399.4571428571,20,19,2.2571428571,0,20,25,21.8,16,22
06-17-2017 3,8,1001,1000.1176470588,998,2,3,44,90,80.8823529412,71,38,251,61.5294117647,0,8,1.4411764706,0,5,19,17.4705882353,16,8
06-18-2017 0,11,1006,1003.1176470588,1000,5,0,44,96,89.8529411765,83,26,10,0.4705882353,0,24,4.5294117647,0,2,17,16.6470588235,16,5
06-18-2017 1,5,1002,1001.2352941177,1001,2,1,23,97,84.4117647059,63,41,865,361.3235294118,18,20,3.7647058824,0,23,22,18.1470588235,16,14
06-18-2017 2,8,1003,1002.3428571429,1002,5,2,54,86,74.1142857143,65,37,499,241.2285714286,65,24,12.5714285714,0,37,23,19.8285714286,18,34
06-18-2017 3,5,1005,1003.6470588235,1003,0,3,29,100,93.5294117647,80,38,112,17.5588235294,0,10,4.7941176471,0,5,19,16.5882352941,16,8
06-19-2017 0,2,1008,1006.705882353,1006,2,0,35,96,82.7058823529,65,38,9,0.5882352941,0,1,0.0294117647,0,17,22,18.4411764706,15,14
06-19-2017 1,2,1008,1007.5588235294,1007,0,1,17,93,67.2058823529,46,64,3642,1306.7352941177,18,0,0,0,38,27,21.5,16,14
06-19-2017 2,5,1008,1007.1428571429,1006,11,2,25,48,39.5428571429,34,31,2886,365.1142857143,140,0,0,0,8,26,25.6857142857,25,8
06-19-2017 3,5,1008,1007.1176470588,1006,0,3,55,68,47.9411764706,36,20,135,46.6470588235,0,0,0,0,2,26,24.0294117647,22,14
06-20-2017 0,0,1007,1005.5,1004,2,0,55,77,68.5294117647,61,26,42,2.3235294118,0,0,0,0,2,23,21.4117647059,19,8
06-20-2017 1,5,1008,1007.0882352941,1007,5,1,38,94,64.2352941176,41,55,3419,1079.9411764706,71,20,1.8529411765,0,44,32,24.6764705882,19,23
06-20-2017 2,2,1007,1006.1764705882,1004,8,2,38,47,43.6764705882,40,41,3474,484.1764705882,139,0,0,0,5,30,28.0588235294,27,8
06-20-2017 3,5,1005,1004.5142857143,1004,5,3,57,61,51.1428571429,40,20,172,46.5714285714,0,0,0,0,2,28,25.8,23,17
06-21-2017 0,2,1004,1003.2647058824,1003,2,0,35,89,81.3823529412,71,29,54,2.8529411765,0,0,0,0,0,22,20.2352941176,20,5
06-21-2017 1,0,1003,1003,1003,0,1,23,82,57.4117647059,33,58,3260,1393.3235294118,82,0,0,0,41,34,26.9117647059,20,17
06-21-2017 2,0,1003,1001.9411764706,1001,5,2,35,42,38.0882352941,34,32,3030,386.1764705882,129,0,0,0,8,33,30.2352941176,30,14
06-21-2017 3,11,1005,1002.9411764706,1001,8,3,35,82,61.8529411765,37,35,129,31.8235294118,0,21,3,0,5,30,24.4411764706,21,23
06-22-2017 0,5,1005,1004.1764705882,1004,2,0,44,96,86.5882352941,78,32,45,2.2352941176,0,0,0,0,2,23,20.6764705882,19,5
06-22-2017 1,2,1006,1005.6285714286,1005,0,1,17,89,59.1714285714,41,60,3229,1363.4285714286,72,0,0,0,37,31,24.8,19,14
06-22-2017 2,0,1006,1005.2352941177,1004,5,2,41,57,48.8235294118,43,26,2702,389.4117647059,145,0,0,0,11,30,28.3235294118,27,17
06-22-2017 3,3,1005,1004.303030303,1004,0,3,66,78,59.0606060606,47,18,259,52.4848484848,0,0,0,0,2,28,26.2352941176,23,17
06-23-2017 0,5,1005,1001.9411764706,999,5,0,35,95,71.7647058824,51,23,59,3.1764705882,0,0,0,0,2,28,23.3235294118,20,11
06-23-2017 1,11,1005,1004.6176470588,1004,11,1,20,92,62.3235294118,42,61,3084,1298.8235294118,85,0,0,0,41,33,26.6470588235,20,14
06-23-2017 2,0,1004,1001.6176470588,999,14,2,29,45,42.8823529412,40,26,3022,438.0882352941,127,0,0,0,8,33,31.7352941176,31,11
06-23-2017 3,8,1000,998.7647058824,998,8,3,44,59,50.3235294118,42,17,145,45.7647058824,0,0,0,0,5,32,29.0294117647,26,17
06-24-2017 0,8,1005,1002.5714285714,1001,2,0,45,77,64.4285714286,54,17,70,3.6,0,0,0,0,2,25,23.6571428571,22,14
06-24-2017 1,5,1004,1003.5588235294,1002,0,1,23,77,55.9705882353,36,67,3377,1369.5294117647,112,0,0,0,41,33,26.2058823529,22,14
06-24-2017 2,0,1004,1003.1176470588,1002,5,2,38,43,38.0588235294,34,41,3207,426.3529411765,154,0,0,0,11,32,30.0882352941,29,11
06-24-2017 3,5,1004,1003.0588235294,1002,0,3,61,63,48.7647058824,37,11,199,57.1470588235,0,0,0,0,0,30,28,25,14
06-25-2017 0,2,1005,1003.8529411765,1003,2,0,55,90,76.1176470588,67,32,44,2.2352941176,0,0,0,0,5,23,22.7352941176,22,5
06-25-2017 1,5,1006,1005.8823529412,1005,2,1,14,75,60.7058823529,36,55,3314,1431.7352941177,75,0,0,0,29,32,26.0294117647,21,5
06-25-2017 2,0,1006,1004.5882352941,1003,8,2,32,45,41.9411764706,36,38,3289,453.0294117647,127,0,0,0,2,32,30.5588235294,30,5
06-25-2017 3,0,1003,1003,1003,0,3,68,78,51.7428571429,32,20,123,40.3714285714,0,0,0,0,5,31,27.2,24,25
06-26-2017 0,0,1002,1001,1000,2,0,50,91,75.7647058824,59,20,51,2.7941176471,0,0,0,0,2,26,23.3235294118,21,11
06-26-2017 1,0,1002,1002,1002,0,1,17,87,61.2647058824,43,64,3259,1365.8529411765,81,0,0,0,29,34,27.5,22,5
06-26-2017 2,0,1001,1000.2352941177,999,5,2,23,49,43.0882352941,37,44,3050,433.2647058824,133,0,0,0,11,34,31.9117647059,31,20
06-26-2017 3,3,1000,999.2727272727,999,0,3,60,70,52.6363636364,36,15,145,41,0,0,0,0,6,32,28.4848484848,26,27
06-27-2017 0,11,1004,1002.0294117647,1000,5,0,61,93,81.1470588235,70,8,16,0.9411764706,0,0,0,0,2,24,21.7647058824,20,11
06-27-2017 1,8,1004,1002.6470588235,1001,0,1,17,78,68.6764705882,59,41,2091,402.3235294118,28,0,0,0,17,25,23.2058823529,21,11
06-27-2017 2,0,1004,1003.2857142857,1002,5,2,28,78,63.6,54,42,655,279.4857142857,130,20,0.9714285714,0,14,27,24.9714285714,23,5
06-27-2017 3,5,1004,1002.9411764706,1002,2,3,55,90,74.6176470588,57,29,263,60.7058823529,0,23,3.8235294118,0,0,27,23.6764705882,22,14
06-28-2017 0,5,1003,1001.1714285714,999,8,0,48,97,83.6,64,34,44,2.2,0,0,0,0,11,25,22.1714285714,20,14
06-28-2017 1,0,1003,1003,1003,0,1,14,98,70.3529411765,45,61,3500,1339.1470588235,71,0,0,0,32,33,25.5588235294,20,2
06-28-2017 2,0,1002,1001.0588235294,999,8,2,35,52,49.3529411765,47,35,3429,488.6176470588,122,0,0,0,11,31,29.7941176471,29,14
06-28-2017 3,0,1000,999.0588235294,999,2,3,38,67,51.7352941176,43,29,123,39.5882352941,0,0,0,0,5,30,28,25,14
06-29-2017 0,5,999,997.3823529412,995,5,0,35,93,70.4705882353,42,38,50,2.7352941176,0,0,0,0,5,28,25.0588235294,22,8
06-29-2017 1,2,999,998.9705882353,998,0,1,17,92,69.0882352941,46,67,3062,1353.2647058824,83,0,0,0,32,35,27.8529411765,22,2
06-29-2017 2,0,999,996.2941176471,994,14,2,32,51,43.1176470588,35,50,2796,392.2058823529,135,0,0,0,14,35,33.7352941176,32,11
06-29-2017 3,5,995,993.8529411765,993,2,3,52,56,45.9411764706,35,17,134,41.3823529412,0,0,0,0,0,35,31.8235294118,28,20
06-30-2017 0,8,1001,999.5294117647,997,0,0,41,80,56.7352941176,42,29,43,2.2352941176,0,0,0,0,8,27,25.6764705882,24,11
06-30-2017 1,8,1002,1001.2352941177,999,0,1,32,62,49.7352941176,33,52,3400,1393.0294117647,66,0,0,0,29,37,29.6764705882,24,5
06-30-2017 2,0,1001,1000.5588235294,1000,2,2,29,36,29.4411764706,26,29,3349,378.6176470588,114,0,0,0,8,37,34.0588235294,33,17
06-30-2017 3,5,1001,1000.5588235294,1000,2,3,67,67,44.3823529412,27,11,124,40.2941176471,0,0,0,0,0,34,30.1764705882,26,23
07-01-2017 0,5,1001,999.0294117647,997,8,0,41,82,64.6470588235,57,29,34,1.5294117647,0,0,0,0,11,29,25.9117647059,24,17
07-01-2017 1,2,1000,998.9714285714,998,8,1,25,72,54.1428571429,35,45,3120,1420.6285714286,66,0,0,0,34,39,29.8571428571,24,8
07-01-2017 2,8,998,997.5,997,11,2,26,40,34.5294117647,29,35,2658,358.0294117647,150,0,0,0,11,38,36.3235294118,33,17
07-01-2017 3,0,997,997,997,0,3,55,68,51.4411764706,30,38,146,37.5,0,0,0,0,11,35,30.7647058824,26,32
07-02-2017 0,17,1001,998.5294117647,996,14,0,47,99,77.1764705882,61,20,38,1.7941176471,0,22,5.2352941176,0,0,26,23.1470588235,21,11
07-02-2017 1,5,1002,1000.8823529412,1000,2,1,8,71,54.0294117647,38,61,3352,1449.3235294118,77,0,0,0,26,31,26.6764705882,23,8
07-02-2017 2,0,1001,999.8823529412,998,8,2,29,44,42.2058823529,41,23,3211,392.0588235294,140,0,0,0,5,30,29.1764705882,29,8
07-02-2017 3,23,1001,998.5882352941,997,14,3,52,89,60.4705882353,43,17,140,33.5588235294,0,24,4.6176470588,0,2,29,26.0294117647,21,26
07-03-2017 0,20,1005,1001.9117647059,998,17,0,5,100,99.7647058824,95,0,0,0,0,23,6.3529411765,0,0,21,18.1764705882,16,5
07-03-2017 1,17,1001,999.0285714286,998,17,1,20,100,96.6285714286,85,25,994,224.2857142857,2,23,9.2285714286,3,5,22,20.0857142857,19,8
07-03-2017 2,20,1002,1000.2352941177,998,17,2,17,100,98.7647058824,93,5,271,59,5,23,7.2352941176,0,14,19,17.9705882353,17,20
07-03-2017 3,17,1004,1002.205882353,999,5,3,0,100,100,100,0,81,14.1764705882,0,14,0.7941176471,0,5,17,16.3529411765,16,8
07-04-2017 0,5,1009,1006.9705882353,1005,0,0,17,100,98.8235294118,92,8,7,0.3529411765,0,0,0,0,8,20,17.3823529412,16,11
07-04-2017 1,5,1008,1007.1764705882,1006,0,1,20,100,74.1176470588,40,44,3443,1389.8529411765,10,0,0,0,35,27,21.4705882353,16,17
07-04-2017 2,0,1008,1007.4117647059,1007,2,2,47,58,49.8823529412,42,35,3127,472.8235294118,111,0,0,0,20,25,23.9705882353,23,20
07-04-2017 3,5,1009,1007.5588235294,1007,0,3,67,94,71.7647058824,58,17,241,51.0882352941,0,0,0,0,8,25,22.3235294118,20,20
07-05-2017 0,2,1010,1008.7142857143,1008,5,0,31,100,88.9714285714,71,28,43,2.3428571429,0,0,0,0,8,22,18.9714285714,17,17
07-05-2017 1,2,1011,1010.5588235294,1010,0,1,17,100,56.5294117647,32,64,3497,1439.3235294118,62,0,0,0,38,31,23.4117647059,17,11
07-05-2017 2,0,1011,1009.2647058824,1008,8,2,44,44,38.7058823529,35,32,3065,353.5,115,0,0,0,11,29,26.7941176471,26,17
07-05-2017 3,2,1009,1008.3529411765,1008,0,3,58,76,54.4411764706,37,23,171,42.4117647059,0,0,0,0,8,27,24.1764705882,21,23
07-06-2017 0,0,1008,1008,1008,0,0,44,93,82.7058823529,70,23,25,1.1470588235,0,0,0,0,5,22,19.5,19,8
07-06-2017 1,0,1008,1008,1008,0,1,20,88,57.4,35,65,3475,1416.5142857143,49,0,0,0,40,33,25.6,19,11
07-06-2017 2,0,1008,1005.7941176471,1005,8,2,47,43,40.5882352941,37,32,2840,368.7352941176,155,0,0,0,14,32,29.4411764706,29,23
07-06-2017 3,14,1008,1006.3529411765,1005,5,3,44,95,75.2058823529,48,38,169,22.6176470588,0,22,2.2058823529,0,8,28,22.1764705882,20,23
07-07-2017 0,8,1009,1006.8529411765,1004,8,0,29,79,70.6176470588,63,29,29,1.3529411765,0,0,0,0,2,21,19.4705882353,18,5
07-07-2017 1,2,1010,1009.9142857143,1009,0,1,14,71,56.1142857143,38,54,3406,1400.1428571429,51,0,0,0,28,28,21.8571428571,18,0
07-07-2017 2,0,1010,1008.5882352941,1007,8,2,29,50,44.9411764706,41,29,1600,369.5,140,0,0,0,8,26,25.2647058824,25,8
07-07-2017 3,2,1007,1006.1176470588,1006,5,3,50,62,54.0882352941,45,20,121,37.9117647059,0,0,0,0,5,26,23.5882352941,21,20
07-08-2017 0,2,1006,1003.2647058824,1002,11,0,35,100,89.7941176471,76,23,25,1.1176470588,0,22,5.7941176471,0,5,24,21.0294117647,18,14
07-08-2017 1,2,1005,1004.2285714286,1004,2,1,28,100,72.2,44,51,3251,1384.5142857143,51,10,0.6857142857,0,34,32,24.6,18,14
07-08-2017 2,0,1004,1002.7647058824,1002,5,2,38,71,58.7058823529,53,32,2520,254.5294117647,20,10,0.4117647059,0,11,30,27.3529411765,24,11
07-08-2017 3,0,1002,1002,1002,0,3,58,83,63.7647058824,52,20,256,58.1470588235,0,0,0,0,0,28,26.2647058824,24,11
07-09-2017 0,11,1007,1004.1176470588,1001,5,0,35,88,72.7941176471,62,29,48,2.3235294118,0,0,0,0,5,25,23.0294117647,21,14
07-09-2017 1,5,1004,1002.9117647059,1002,0,1,17,91,59.7941176471,36,58,2265,957.3235294118,86,0,0,0,32,33,26.8823529412,21,0
07-09-2017 2,0,1004,1004,1004,0,2,47,51,45.2352941176,40,32,2319,381.5588235294,151,0,0,0,8,32,29.5,29,14
07-09-2017 3,8,1006,1004.4705882353,1003,2,3,55,63,52.4117647059,43,20,254,55.7058823529,0,0,0,0,2,30,27.7941176471,25,17
07-10-2017 0,2,1007,1006.4857142857,1006,5,0,48,81,72.9428571429,68,14,54,2.6285714286,0,0,0,0,2,25,23.2571428571,22,5
07-10-2017 1,2,1008,1007.7647058824,1007,0,1,14,82,60.1176470588,37,58,2252,971.4411764706,99,0,0,0,41,34,26.7647058824,21,11
07-10-2017 2,0,1008,1006.2941176471,1005,8,2,41,46,43.6470588235,38,23,2140,349.3823529412,151,0,0,0,2,31,30.1176470588,30,5
07-10-2017 3,2,1006,1005.4117647059,1005,0,3,58,68,52.0294117647,43,11,181,53.0882352941,0,0,0,0,0,30,28.5588235294,25,14
07-11-2017 0,0,1006,1004.5428571429,1003,5,0,42,82,71.2,63,25,40,1.6285714286,0,0,0,0,2,26,23.6571428571,22,8
07-11-2017 1,0,1006,1006,1006,0,1,8,82,57.9411764706,36,52,2260,947.1764705882,89,0,0,0,32,35,27.7941176471,22,11
07-11-2017 2,0,1006,1004.7352941177,1003,8,2,44,43,39.6764705882,36,32,2300,366.5588235294,170,0,0,0,8,34,31.9705882353,31,14
07-11-2017 3,2,1004,1003.1764705882,1003,0,3,58,67,51.7941176471,40,11,166,53.3823529412,0,0,0,0,5,32,29.4117647059,26,23
07-12-2017 0,0,1003,1000.9411764706,999,8,0,44,82,74.7352941176,68,17,32,1.4411764706,0,0,0,0,2,25,23.5882352941,22,11
07-12-2017 1,0,1002,1002,1002,0,1,26,77,62,41,47,1658,686.1176470588,49,0,0,0,32,34,26.3823529412,22,17
07-12-2017 2,0,1002,1000.7647058824,1000,5,2,35,61,55.6470588235,47,44,1034,322.2941176471,166,0,0,0,11,30,29.5882352941,28,5
07-12-2017 3,0,1000,1000,1000,0,3,52,76,58.2647058824,45,26,165,49.3529411765,0,0,0,0,2,30,28.6470588235,25,17
07-14-2017 0,5,1004,1003.205882353,1002,2,0,32,63,55.2058823529,48,38,32,1.4117647059,0,0,0,0,5,21,20.0294117647,19,14
07-14-2017 1,2,1005,1004.8823529412,1004,0,1,20,54,48.2941176471,41,47,2645,791.4117647059,59,0,0,0,29,27,22.0294117647,19,11
07-14-2017 2,0,1005,1003.5,1002,8,2,41,54,50.6176470588,47,35,616,318.0882352941,130,0,0,0,8,26,24.8529411765,24,5
07-14-2017 3,5,1003,1002.1714285714,1002,2,3,37,51,49.7142857143,48,31,109,33.8571428571,0,0,0,0,0,25,23.8285714286,21,11
07-15-2017 0,2,1004,1003.5,1003,0,0,41,69,62.9705882353,57,17,31,1.3235294118,0,1,0.0294117647,0,2,21,19.6764705882,18,5
07-15-2017 1,0,1003,1003,1003,0,1,20,70,53.0294117647,29,55,2344,997.7058823529,65,0,0,0,38,30,23.0588235294,18,20
07-15-2017 2,5,1003,1002.5,1002,5,2,47,48,40.5588235294,33,20,2315,462.5588235294,71,0,0,0,14,28,26.2058823529,23,26
07-15-2017 3,2,1004,1003.3142857143,1003,0,3,45,60,52.6285714286,44,25,56,12.2571428571,0,1,0.0285714286,0,2,23,21.8857142857,21,8
07-16-2017 0,8,1009,1006.6764705882,1004,5,0,52,98,86.7647058824,67,29,0,0,0,16,2.3235294118,0,0,20,18.0294117647,17,8
07-16-2017 1,8,1008,1006.7941176471,1005,0,1,32,94,90.5,84,14,244,94.5,2,24,11.8235294118,1,0,18,17.1764705882,17,2
07-16-2017 2,2,1009,1008.2352941177,1008,0,2,29,87,82.3823529412,79,29,424,247.7352941176,146,24,5.0882352941,0,8,19,17.7647058824,17,8
07-16-2017 3,2,1010,1009.2285714286,1009,2,3,37,99,94.1428571429,87,25,160,21.3428571429,0,24,12.5714285714,0,2,18,17.0571428571,17,2
07-17-2017 0,8,1010,1008.7941176471,1008,2,0,23,93,79.5,66,26,3,0.0882352941,0,0,0,0,2,21,18.3823529412,17,5
07-17-2017 1,5,1010,1009.3529411765,1008,2,1,29,87,76.6176470588,68,35,751,175.8823529412,5,23,2.2058823529,0,11,20,18.9117647059,17,8
07-17-2017 2,2,1010,1008.9705882353,1008,8,2,17,76,58.4411764706,48,55,650,275.5882352941,164,2,0.1176470588,0,11,24,22.8823529412,20,0
07-17-2017 3,5,1009,1008.8285714286,1008,2,3,48,66,55.5142857143,47,14,162,48.7714285714,0,0,0,0,0,24,22.6285714286,21,8
07-18-2017 0,0,1010,1009.4857142857,1009,2,0,31,84,72.5142857143,64,17,22,0.8857142857,0,0,0,0,5,21,19.9428571429,18,5
07-18-2017 1,0,1010,1009.9411764706,1009,2,1,8,72,53.8529411765,33,64,2443,1003.3823529412,49,0,0,0,38,30,23.8235294118,18,8
07-18-2017 2,5,1009,1008.6470588235,1008,8,2,26,39,37.3823529412,36,26,2186,337.5588235294,139,0,0,0,2,28,27.1470588235,27,5
07-18-2017 3,2,1009,1008.5882352941,1008,0,3,50,71,48.7058823529,35,14,209,51.2058823529,0,0,0,0,0,27,24.5294117647,21,17
07-21-2017 0,5,1004,1003.7647058824,1003,2,0,29,91,71.6470588235,54,41,13,0.4857142857,0,0,0,0,8,25,23.1176470588,21,11
07-21-2017 1,2,1005,1004.5588235294,1004,0,1,20,86,61.2647058824,34,70,2220,915.7941176471,30,0,0,0,44,34,26.8823529412,21,14
07-21-2017 2,2,1005,1004.2941176471,1003,8,2,38,45,41.6764705882,36,32,2004,404.8529411765,186,0,0,0,5,33,31,30,14
07-21-2017 3,2,1004,1003.6857142857,1003,0,3,51,63,54.7142857143,45,14,179,41.8235294118,0,0,0,0,0,30,27.6285714286,25,14
07-22-2017 0,2,1004,1003.705882353,1003,2,0,47,75,64.7352941176,54,29,16,0.6470588235,0,0,0,0,11,28,24.6176470588,22,20
07-22-2017 1,3,1005,1004.6363636364,1004,3,1,24,67,55.3333333333,36,42,2104,940.6666666667,36,0,0,0,35,36,27.7941176471,22,14
07-22-2017 2,0,1004,1003.5,1003,2,2,32,44,41.8235294118,40,32,1555,318.5882352941,172,0,0,0,5,33,31.9705882353,31,8
07-22-2017 3,8,1004,1003.1764705882,1002,8,3,52,58,48.9705882353,41,14,188,37.5,0,0,0,0,2,32,29.5294117647,28,11
07-24-2017 0,0,1001,998.0882352941,994,8,0,52,90,82.6176470588,75,11,10,0.3823529412,0,0,0,0,2,24,23.0294117647,22,8
07-24-2017 1,0,1001,1000.3823529412,1000,2,1,14,84,63.1176470588,41,64,2076,917,25,0,0,0,35,36,28.1764705882,23,11
07-24-2017 2,2,1000,997.7058823529,996,11,2,38,48,44.5588235294,41,32,1434,354.6764705882,46,0,0,0,8,34,32.5,31,17
07-24-2017 3,2,998,997.0294117647,996,8,3,44,76,66.6764705882,53,20,29,7.7352941176,0,7,0.2058823529,0,2,29,25.2647058824,24,14
07-25-2017 0,8,995,994,993,5,0,38,98,90.9117647059,87,38,2,0.0588235294,0,2,0.6764705882,0,11,22,20.8235294118,19,17
07-25-2017 1,20,994,992.6,991,20,1,25,93,76.1428571429,59,54,2195,627.2571428571,22,22,1.8285714286,0,31,28,24.0571428571,21,17
07-25-2017 2,17,994,992.2647058824,990,17,2,44,100,78.3235294118,61,29,779,189.7647058824,5,23,5.2058823529,0,17,27,24.3823529412,21,26
07-25-2017 3,11,995,993.9705882353,992,5,3,41,100,93.4705882353,85,32,299,41.9705882353,0,23,7.5,0,5,24,22.3823529412,22,8
07-26-2017 0,5,995,994.9117647059,994,5,0,32,96,87.9117647059,74,38,10,0.3529411765,0,1,0.5,0,5,23,20.5882352941,19,5
07-26-2017 1,2,996,995.0588235294,995,2,1,26,91,68.1764705882,41,52,2318,907.5882352941,35,1,0.2058823529,0,38,32,24.0588235294,18,23
07-26-2017 2,0,995,994.0857142857,993,5,2,37,56,53.3142857143,49,28,1867,293.3428571429,157,0,0,0,0,29,27.1142857143,27,5
07-26-2017 3,8,996,993.8529411765,993,0,3,52,82,63.7647058824,51,17,166,43.9117647059,0,0,0,0,0,27,25.2941176471,22,14
07-27-2017 0,11,996,994.9705882353,994,14,0,29,91,87.7058823529,84,23,2,0.0588235294,0,24,2.5588235294,0,11,22,20.8823529412,20,11
